team_slug,player,team,class,pos,ba,obp,slg,ops,gp,pa,ab,r,h,2b,3b,hr,rbi,hbp,bb,k,sb,cs
butler,Alex Christie,Butler,GR,3B,0.171,0.333,0.305,0.638,36,102,82,15,14,2,0,3,12,5,15,38,3,0
butler,Will Burgess,Butler,SR,LF,0.167,0.275,0.233,0.509,21,69,60,9,10,1,0,1,8,1,8,18,4,0
butler,Jack Zeller,Butler,FR,LF,0.152,0.291,0.174,0.465,27,58,46,8,7,1,0,0,4,0,9,17,1,0
butler,Keegan Connors,Butler,SR,CF,0.143,0.333,0.286,0.619,6,9,7,2,1,1,0,0,1,1,1,5,0,0
butler,Ian Choi,Butler,SR,SS,0.125,0.125,0.125,0.25,10,16,16,1,2,0,0,0,1,0,0,8,1,0
villanova,Collin Quintano,Villanova,SR,DH,0.317,0.418,0.598,1.016,46,196,164,33,52,13,0,11,46,8,22,49,0,0
villanova,Brayden Leonard,Villanova,SO,2B,0.302,0.371,0.418,0.789,47,213,189,34,57,14,1,2,35,6,16,23,13,4
villanova,Larry Hotaling,Villanova,FR,3B,0.297,0.361,0.4,0.761,49,194,165,32,49,8,3,1,16,3,17,34,18,0
villanova,Austin Lemon,Villanova,SO,LF,0.287,0.42,0.354,0.773,46,205,164,32,47,8,0,1,27,5,34,21,4,2
villanova,Michael Whooley,Villanova,SR,SS,0.258,0.339,0.409,0.748,49,230,198,35,51,10,1,6,29,1,26,40,16,3
villanova,Mark Gialluisi,Villanova,SO,C,0.257,0.356,0.401,0.757,46,178,152,25,39,7,0,5,27,11,13,24,3,3
villanova,Jack Roventini,Villanova,FR,CF,0.217,0.335,0.275,0.611,41,166,138,24,30,2,3,0,13,3,22,50,16,4
villanova,Carter Richey,Villanova,GR,1B,0.198,0.338,0.289,0.627,43,154,121,17,24,7,2,0,21,7,21,35,3,2
villanova,Tripp Beasley,Villanova,FR,LF,0.333,0.333,0.333,0.667,1,3,3,0,1,0,0,0,0,0,0,1,0,0
villanova,JoJo Montgomery,Villanova,SO,LF,0.328,0.408,0.48,0.888,36,146,125,25,41,7,0,4,19,7,10,24,13,1
villanova,John Freitag,Villanova,SO,DH,0.246,0.379,0.351,0.729,36,140,114,17,28,9,0,1,18,1,24,36,0,0
villanova,Tim Schuler,Villanova,JR,LF,0.214,0.313,0.429,0.741,8,16,14,2,3,0,0,1,2,1,1,6,0,0
villanova,Jake Bollin,Villanova,SR,C,0.2,0.4,0.4,0.8,8,20,15,3,3,0,0,1,5,4,1,7,0,0
villanova,Aidan Barry,Villanova,SR,RF,0.135,0.196,0.192,0.389,20,56,52,6,7,0,0,1,5,2,2,13,1,1
villanova,Trent Toole,Villanova,JR,3B,0.115,0.233,0.115,0.349,14,31,26,7,3,0,0,0,1,1,3,10,3,0
villanova,Patrick Ilitch,Villanova,GR,RF,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2,0,0
setonhall,Ryan Frontera,Seton Hall,JR,3B,0.324,0.405,0.371,0.776,46,201,170,26,55,5,0,1,23,4,22,28,3,0
setonhall,Gabe Cavazzoni,Seton Hall,JR,CF,0.296,0.384,0.488,0.872,41,190,162,31,48,14,7,1,27,4,21,48,14,4
setonhall,Nick Tomasetto,Seton Hall,JR,DH,0.27,0.379,0.44,0.818,41,170,141,15,38,10,4,2,21,4,22,40,4,3
setonhall,Frankie Scrivanic,Seton Hall,JR,1B,0.268,0.344,0.324,0.668,41,166,142,13,38,8,0,0,17,3,15,31,0,0
setonhall,Aiden Dill,Seton Hall,SO,RF,0.197,0.324,0.262,0.587,37,150,122,22,24,3,1,1,10,4,20,22,25,2
setonhall,Justin Ford,Seton Hall,JR,LF,0.5,0.667,2,2.667,1,3,2,1,1,0,0,1,2,0,1,1,0,0
setonhall,Aidan Sengenberger,Seton Hall,JR,C,0.296,0.427,0.352,0.779,20,89,71,10,21,4,0,0,12,1,16,15,2,0
setonhall,Magnus Krieger,Seton Hall,SO,LF,0.283,0.382,0.372,0.753,31,131,113,15,32,4,0,2,18,4,14,33,3,1
setonhall,Shea Grady,Seton Hall,JR,2B,0.254,0.362,0.297,0.659,34,143,118,13,30,3,1,0,14,5,15,27,3,2
setonhall,Ryan Strnad,Seton Hall,FR,C,0.232,0.328,0.357,0.686,21,69,56,7,13,4,0,1,7,1,8,18,0,0
setonhall,Joe Marini,Seton Hall,GR,RF,0.224,0.316,0.286,0.602,19,57,49,10,11,3,0,0,6,1,6,14,0,1
setonhall,Jake Lopez,Seton Hall,JR,LF,0.224,0.344,0.263,0.608,27,93,76,13,17,3,0,0,7,6,8,15,0,3
setonhall,Ty Acker,Seton Hall,GR,2B,0.19,0.29,0.228,0.518,28,93,79,10,15,3,0,0,8,3,9,27,0,1
setonhall,Joey Wilga,Seton Hall,JR,1B,0.182,0.308,0.303,0.611,9,39,33,4,6,1,0,1,2,4,2,12,0,0
setonhall,Tommy Manzo,Seton Hall,SO,SS,0.15,0.26,0.263,0.523,30,101,80,10,12,1,4,0,13,2,11,25,4,1
setonhall,Vincent Duffy,Seton Hall,FR,C,0.13,0.245,0.152,0.397,18,59,46,3,6,1,0,0,2,1,6,15,3,0
setonhall,Jake Walman,Seton Hall,JR,C,0.125,0.222,0.125,0.347,5,9,8,1,1,0,0,0,1,0,1,1,0,0
setonhall,Ryan Johnston,Seton Hall,FR,2B,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
setonhall,Dominic Trolio,Seton Hall,FR,DH,0,0.077,0,0.077,6,13,12,0,0,0,0,0,1,0,1,1,0,0
highpoint,Seojun Oh,High Point,JR,DH,0.353,0.449,0.672,1.121,56,247,204,49,72,14,0,17,60,3,36,44,3,1
highpoint,Landen Johnson,High Point,SR,1B,0.316,0.425,0.549,0.974,57,261,215,42,68,20,0,10,45,3,40,39,3,0
highpoint,Willie Ponce,High Point,GR,SS,0.315,0.441,0.472,0.913,57,275,216,58,68,13,3,5,36,20,31,31,16,5
highpoint,Frank Kelly,High Point,JR,2B,0.313,0.445,0.445,0.89,56,237,182,45,57,15,0,3,30,11,33,38,13,4
highpoint,Lane Allen,High Point,JR,RF,0.29,0.369,0.47,0.839,57,253,217,39,63,12,3,7,39,5,25,60,14,4
highpoint,Jace Kohler,High Point,SO,3B,0.286,0.378,0.392,0.77,57,235,199,33,57,12,0,3,21,2,29,39,6,3
highpoint,Jake McCarter,High Point,SR,LF,0.263,0.321,0.518,0.839,56,246,224,38,59,8,2,15,52,6,14,62,4,5
highpoint,Caleb Hammond,High Point,JR,CF,0.392,0.439,0.549,0.988,15,57,51,10,20,5,0,1,8,0,5,16,3,2
highpoint,Cohen Bettencourt,High Point,FR,C,0.333,0.333,0.333,0.667,1,3,3,0,1,0,0,0,0,0,0,1,0,0
highpoint,Jack Clark,High Point,SO,CF,0.321,0.404,0.519,0.923,21,94,81,15,26,7,3,1,11,4,8,15,6,0
highpoint,Justin Ruiz,High Point,JR,C,0.265,0.357,0.327,0.684,32,120,98,14,26,6,0,0,13,1,13,22,2,0
highpoint,Marcus Martin,High Point,SO,2B,0.25,0.286,0.4,0.686,11,23,20,6,5,3,0,0,2,0,1,7,1,2
highpoint,E'mar Fleming II,High Point,FR,DH,0.24,0.377,0.48,0.857,24,61,50,9,12,3,0,3,7,1,10,17,1,0
highpoint,Christian Smith,High Point,SR,CF,0.223,0.357,0.437,0.794,30,126,103,21,23,7,0,5,21,2,20,48,1,3
highpoint,Oliver Cush,High Point,SR,RF,0.111,0.2,0.111,0.311,6,10,9,1,1,0,0,0,0,0,1,6,0,0
highpoint,Wyatt Ewanowski,High Point,JR,DH,0.05,0.208,0.05,0.258,11,24,20,1,1,0,0,0,1,0,4,7,0,0
highpoint,Matthew Martinez II,High Point,SR,C,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
highpoint,Nicolas Lembo,High Point,FR,CF,0,0.182,0,0.182,11,22,18,2,0,0,0,0,1,0,4,9,1,0
winthrop,Cory Wouters,Winthrop,JR,DH,0.33,0.392,0.474,0.866,55,237,209,28,69,16,1,4,34,3,21,28,4,1
winthrop,Alan Benhardt,Winthrop,SR,1B,0.329,0.42,0.438,0.858,57,257,210,46,69,15,1,2,50,11,27,24,11,5
winthrop,Jaylen Hernandez,Winthrop,JR,LF,0.318,0.456,0.601,1.057,57,252,198,43,63,11,0,15,45,24,28,45,10,5
winthrop,Gabe Natividad,Winthrop,JR,2B,0.28,0.418,0.37,0.788,52,254,200,48,56,8,2,2,34,34,15,30,7,2
winthrop,Chazz Grossington,Winthrop,JR,SS,0.276,0.321,0.404,0.725,53,223,203,35,56,11,0,5,35,4,10,30,3,0
winthrop,Josh Skowronski,Winthrop,SO,CF,0.275,0.428,0.471,0.899,57,265,204,50,56,18,2,6,33,9,48,46,12,3
winthrop,Colin Crowley,Winthrop,SO,3B,0.272,0.409,0.444,0.853,52,207,162,32,44,13,0,5,30,9,30,29,4,0
winthrop,Grant McGuire,Winthrop,FR,RF,0.255,0.355,0.297,0.651,44,172,145,25,37,3,0,1,23,10,14,34,4,1
winthrop,Cade Norton,Winthrop,SO,C,0.252,0.343,0.367,0.71,44,170,139,30,35,3,2,3,24,11,11,35,11,1
winthrop,Noah Berge,Winthrop,FR,3B,0.385,0.467,0.615,1.082,14,15,13,4,5,0,0,1,2,1,1,8,0,0
winthrop,Zach Greenberg,Winthrop,JR,C,0.288,0.404,0.301,0.706,28,91,73,15,21,1,0,0,6,6,9,8,0,0
winthrop,Noah Cox,Winthrop,JR,3B,0.224,0.318,0.276,0.594,25,69,58,15,13,3,0,0,7,3,5,6,0,0
winthrop,Ethan Wilson,Winthrop,SR,CF,0.222,0.317,0.361,0.678,10,41,36,5,8,2,0,1,14,2,3,6,2,0
winthrop,Diego Alfonso-Rivera,Winthrop,JR,RF,0.2,0.385,0.2,0.585,9,13,10,5,2,0,0,0,1,0,3,3,0,0
winthrop,Will Lafferty,Winthrop,SO,LF,0.167,0.375,0.167,0.542,8,8,6,1,1,0,0,0,1,0,2,2,0,0
winthrop,Gage Handzel,Winthrop,JR,2B,0.143,0.28,0.143,0.423,20,25,21,1,3,0,0,0,5,2,2,8,0,0
winthrop,Harrison Wilson,Winthrop,SR,P,0.136,0.208,0.295,0.504,14,48,44,3,6,1,0,2,2,0,4,11,0,0
winthrop,Leo Vitarelli,Winthrop,FR,P,0.111,0.2,0.111,0.311,6,10,9,1,1,0,0,0,0,0,1,1,0,0
winthrop,Chet Bowling,Winthrop,SR,C,0.091,0.154,0.091,0.245,15,27,22,0,2,0,0,0,3,1,1,6,0,0
charlsouth,Blake Edgmon,Charleston Southern,SR,3B,0.339,0.449,0.492,0.941,53,218,177,40,60,15,0,4,51,6,31,26,11,1
charlsouth,Nathan Martinez,Charleston Southern,SR,SS,0.337,0.476,0.38,0.857,49,215,163,42,55,5,1,0,28,9,36,27,3,3
charlsouth,Kain Collins,Charleston Southern,SR,CF,0.33,0.447,0.409,0.856,49,220,176,51,58,12,1,0,23,3,35,34,27,4
charlsouth,Tyler Wright,Charleston Southern,SO,DH,0.328,0.464,0.473,0.937,40,166,131,35,43,7,0,4,37,18,16,19,4,3
charlsouth,Alex Marot,Charleston Southern,SO,LF,0.328,0.443,0.522,0.966,52,221,180,51,59,14,0,7,52,1,38,25,5,2
charlsouth,Caden Wolfley,Charleston Southern,FR,LF,0.316,0.451,0.373,0.824,50,229,177,51,56,10,0,0,23,9,37,30,16,5
charlsouth,Chandler Tuupo,Charleston Southern,SR,1B,0.307,0.411,0.438,0.849,45,168,137,28,42,4,1,4,40,13,14,24,1,2
charlsouth,Lucas Pringle,Charleston Southern,GR,C,0.273,0.432,0.367,0.799,47,201,150,42,41,8,0,2,31,20,25,30,3,0
charlsouth,Mason Reising,Charleston Southern,SO,DH,0.314,0.462,0.557,1.02,33,93,70,17,22,3,1,4,17,9,12,15,1,0
charlsouth,Garrison Barile,Charleston Southern,JR,RF,0.309,0.439,0.52,0.96,38,157,123,35,38,8,0,6,30,14,17,37,6,4
charlsouth,Ethan Reader,Charleston Southern,JR,2B,0.276,0.344,0.353,0.697,38,136,116,25,32,4,1,1,18,3,10,12,6,1
charlsouth,Cross Yarborough,Charleston Southern,FR,C,0.273,0.273,0.545,0.818,8,11,11,1,3,0,0,1,3,0,0,2,0,0
charlsouth,Gavin Speirs,Charleston Southern,JR,2B,0.241,0.323,0.446,0.769,37,129,112,14,27,9,1,4,35,3,11,27,1,2
charlsouth,Ean Czech,Charleston Southern,JR,3B,0.24,0.321,0.24,0.561,14,28,25,5,6,0,0,0,1,0,3,5,0,0
charlsouth,John Emendorfer,Charleston Southern,SO,1B,0.2,0.267,0.375,0.642,23,46,40,4,8,1,0,2,11,2,2,6,0,0
charlsouth,Jackson Militello,Charleston Southern,JR,DH,0.125,0.364,0.125,0.489,6,11,8,0,1,0,0,0,0,2,1,3,1,0
charlsouth,Gabe Gutter,Charleston Southern,FR,CF,0.111,0.2,0.111,0.311,9,10,9,1,1,0,0,0,0,0,1,4,0,0
charlsouth,Michael Rogers,Charleston Southern,FR,CF,0,0,0,0,1,1,1,7,0,0,0,0,0,0,0,1,1,0
uscupstate,Henry Zenor,USC Upstate,SO,CF,0.333,0.417,0.495,0.912,64,322,279,64,93,19,1,8,51,13,28,40,12,3
uscupstate,Wylie Waters,USC Upstate,SR,1B,0.317,0.392,0.551,0.943,58,232,205,37,65,10,1,12,50,8,18,60,2,2
uscupstate,Maloy Heaghney,USC Upstate,SO,SS,0.31,0.433,0.485,0.919,61,294,239,61,74,22,1,6,52,8,45,64,22,3
uscupstate,Jake Armsey,USC Upstate,SR,3B,0.305,0.405,0.432,0.838,64,295,243,53,74,19,0,4,51,3,41,62,2,1
uscupstate,Tyler Lang,USC Upstate,SO,C,0.295,0.424,0.452,0.876,60,276,217,48,64,16,0,6,46,10,43,19,4,0
uscupstate,Trey Bentley,USC Upstate,FR,CF,0.294,0.392,0.488,0.88,58,240,201,48,59,18,0,7,36,4,30,40,7,3
uscupstate,Preston Lucas,USC Upstate,SR,LF,0.29,0.374,0.461,0.836,55,228,193,37,56,11,2,6,34,2,27,42,3,1
uscupstate,Johnny Sweeney,USC Upstate,GR,DH,0.256,0.441,0.517,0.958,62,279,203,53,52,10,2,13,55,31,40,59,3,1
uscupstate,Kenan Bowman,USC Upstate,SO,RF,0.25,0.337,0.369,0.706,26,98,84,16,21,5,1,1,15,5,7,30,3,0
uscupstate,Gage Griggs,USC Upstate,SR,2B,0.25,0.353,0.336,0.689,40,159,128,28,32,8,0,1,17,7,14,27,14,6
uscupstate,Brady Small,USC Upstate,SR,LF,0.24,0.269,0.72,0.989,17,26,25,6,6,0,0,4,8,0,1,8,0,0
uscupstate,Alex Ritzer,USC Upstate,SR,2B,0.215,0.336,0.271,0.607,36,129,107,22,23,3,0,1,12,1,19,24,9,2
uscupstate,Micah Coleman,USC Upstate,JR,RF,0.207,0.351,0.207,0.558,10,37,29,3,6,0,0,0,4,1,6,8,0,0
uscupstate,Devlin Smalanskas,USC Upstate,JR,2B,0.2,0.333,0.2,0.533,6,6,5,0,1,0,0,0,0,1,0,0,0,0
uscupstate,Clayton Campidilli,USC Upstate,JR,1B,0.196,0.224,0.339,0.563,21,58,56,8,11,2,0,2,10,0,2,23,1,0
uscupstate,Spencer Warfield,USC Upstate,JR,LF,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
radford,Junho Son,Radford,JR,3B,0.33,0.419,0.429,0.848,48,226,191,51,63,12,2,1,25,4,26,16,3,4
radford,Hunter Keen,Radford,GR,SS,0.316,0.366,0.421,0.787,38,175,152,29,48,8,1,2,27,3,12,22,1,2
radford,Eli Hudgins,Radford,SO,CF,0.315,0.394,0.461,0.855,47,205,178,30,56,18,1,2,22,11,13,29,5,2
radford,Breckin Nace,Radford,JR,1B,0.313,0.443,0.492,0.935,51,229,179,39,56,10,2,6,51,10,35,36,7,0
radford,Brady Powell,Radford,JR,LF,0.312,0.41,0.409,0.819,44,186,154,21,48,12,0,1,27,9,18,21,11,3
radford,Devin Parks,Radford,JR,RF,0.297,0.38,0.497,0.877,43,184,155,28,46,11,1,6,42,8,14,45,17,1
radford,Noah Toole,Radford,SO,2B,0.285,0.387,0.453,0.84,51,223,179,36,51,10,4,4,36,2,31,42,9,5
radford,Brooks Simpson,Radford,FR,RF,0.308,0.406,0.418,0.823,29,106,91,17,28,4,0,2,9,2,13,25,1,2
radford,Carter Richardson,Radford,SO,LF,0.261,0.37,0.304,0.675,16,28,23,7,6,1,0,0,8,0,4,7,0,0
radford,Brady Whitacre,Radford,GR,C,0.25,0.42,0.294,0.715,30,89,68,13,17,1,1,0,7,3,17,8,4,0
radford,Alex Levesque,Radford,JR,C,0.247,0.344,0.383,0.726,27,98,81,18,20,5,0,2,14,4,9,21,2,0
radford,Luke Sullivan,Radford,FR,LF,0.22,0.304,0.24,0.544,23,56,50,6,11,1,0,0,5,1,5,20,1,0
radford,Zack Zelazny,Radford,FR,LF,0.211,0.211,0.263,0.474,11,19,19,2,4,1,0,0,1,0,0,8,0,0
radford,Tyler Sparrer,Radford,SO,C,0.2,0.288,0.214,0.502,25,81,70,9,14,1,0,0,8,0,9,14,0,0
radford,Mason Self,Radford,JR,1B,0.123,0.216,0.215,0.432,22,74,65,7,8,1,1,1,5,1,7,17,1,0
radford,Carrington Aaron,Radford,SO,2B,0.113,0.273,0.151,0.424,25,71,53,7,6,2,0,0,12,3,9,11,1,0
radford,Lucas Edwards,Radford,FR,LF,0,0.25,0,0.25,3,4,3,3,0,0,0,0,1,0,1,2,0,0
